sourcecommonname,documentidentifier,themes,v2tone,persons,v2persons,organizations,v2organizations
appledaily.com.tw,http://www.appledaily.com.tw/realtimenews/article/local/20161016/968102/,TAX_FNCACT;TAX_FNCACT_WOMAN;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_DOCTOR;EPU_ECONOMY_HISTORIC;CRISISLEX_C07_SAFETY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;CRISISLEX_CRISISLEXREC;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;CONSTITUTIONAL;TAX_DISEASE;TAX_DISEASE_HYPERTROPHY;TAX_FNCACT_APPRENTICE;TAX_DISEASE_INFLAMMATION;TAX_DISEASE_SEPTICEMIA;SCIENCE;TAX_DISEASE_BACTERIA;TAX_DISEASE_DIARRHEA;MANMADE_DISASTER_IMPLIED;ENV_MINING;TAX_FNCACT_PHYSICIAN;WB_137_WATER;NATURAL_DISASTER;NATURAL_DISASTER_FLOOD;TAX_DISEASE_ANAPHYLAXIS;TAX_FNCACT_DIRECTOR;TAX_FNCACT_SECURITY_OFFICER;TAX_DISEASE_DISEASE;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;UNGP_HEALTHCARE;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;TRIAL;TAX_FNCACT_LAWYER;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;LEGISLATION;EPU_POLICY_LAW;WB_2936_GOLD;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;MILITARY;,"-3.74251497005988,2.54491017964072,6.2874251497006,8.83233532934132,28.1437125748503,0.149700598802395,655",liao fang xuan;zhi yu,"Liao Fang Xuan,3348;Zhi Yu,3110",center taipei apple,
todayonline.com,http://www.todayonline.com/business/us-top-court-grapples-apple-samsung-iphone-patent-feud,WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;WB_840_JUSTICE;TRIAL;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;DISASTER_FIRE;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEF_JUSTICE;TAX_ECON_PRICE;TAX_FNCACT_ATTORNEY;LEGISLATION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;SCIENCE;SOC_INNOVATION;WB_1042_TRADEMARKS;,"-1.24223602484472,4.19254658385093,5.43478260869565,9.62732919254658,23.1366459627329,0.31055900621118,585",justice john roberts;justice anthony kennedy;kathleen sullivan;noreen krall;justice elena kagan,"Justice John Roberts,2406;Justice Anthony Kennedy,1178;Kathleen Sullivan,2651;Noreen Krall,2863;Justice Elena Kagan,1409",samsung electronics co ltd;u s court;samsung electronics co ltd galaxy;reuters;united states;supreme court;samsung;u s supreme court;apple inc,"Samsung Electronics Co Ltd,1720;Samsung Electronics Co Ltd,3651;Samsung Electronics Co Ltd Galaxy,1727;Reuters,3727;United States,90;United States,3344;United States,3708;Supreme Court,179;Supreme Court,2698;Supreme Court,3570;Supreme Court,3687;Samsung,151;Samsung,375;Samsung,655;Samsung,1701;Samsung,1857;Samsung,1969;Samsung,2162;Samsung,2622;Samsung,2916;Samsung,3112;Samsung,3484;Samsung,3632;Apple Inc,3664"
themalaymailonline.com,http://www.themalaymailonline.com/tech-gadgets/article/apple-samsung-iphone-patent-feud-leaves-us-top-court-struggling1,WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;WB_840_JUSTICE;TRIAL;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;DISASTER_FIRE;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEF_JUSTICE;TAX_ECON_PRICE;TAX_FNCACT_ATTORNEY;LEGISLATION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;SCIENCE;SOC_INNOVATION;WB_1042_TRADEMARKS;,"-0.933333333333334,4,4.93333333333333,8.93333333333333,21.6,1.46666666666667,653",justice john roberts;justice anthony kennedy;kathleen sullivan;noreen krall;david pollard;justice elena kagan,"Justice John Roberts,2681;Justice Anthony Kennedy,1429;Kathleen Sullivan,2926;Noreen Krall,3138;David Pollard,4253;Justice Elena Kagan,1660",samsung electronics co ltd;us court;samsung electronics co ltd galaxy;reuters;united states;supreme court;samsung;us supreme court;apple inc,"Samsung Electronics Co Ltd,1971;Samsung Electronics Co Ltd,3918;Us Court,3532;Samsung Electronics Co Ltd Galaxy,1978;Reuters,256;Reuters,4012;Reuters,4063;Reuters,4367;United States,209;United States,285;United States,3596;United States,3975;Supreme Court,403;Supreme Court,2973;Supreme Court,3837;Supreme Court,3954;Samsung,143;Samsung,377;Samsung,598;Samsung,904;Samsung,1952;Samsung,2120;Samsung,2232;Samsung,2437;Samsung,2897;Samsung,3191;Samsung,3351;Samsung,3748;Samsung,3899;Us Supreme Court,403;Apple Inc,3931"
contacto-latino.com,http://contacto-latino.com/en/news/201403/106104167/apple-and-samsungs-long-running-design-lawsuit-heading-to-supreme-court-this-week-mac-rumors/,TRIAL;INFO_RUMOR;ARMEDCONFLICT;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_GUIDE;EPU_ECONOMY_HISTORIC;TAX_FNCACT_INSIDER;,"0,3.44827586206897,3.44827586206897,6.89655172413793,19.3103448275862,1.37931034482759,117",,,bloomberg;samsung;supreme court;united states supreme court on;us supreme court on tuesday appleinsider,"Bloomberg,700;Samsung,89;Samsung,287;Samsung,433;Samsung,574;Samsung,626;Supreme Court,151;Supreme Court,371;Supreme Court,475;Supreme Court,545;United States Supreme Court On,374;Us Supreme Court On Tuesday Appleinsider,499"
benchmarkmonitor.com,http://www.benchmarkmonitor.com/apple-inc-nasdaqaapl-set-up-rd-center-in-shenzhen-bolster-china-ties/18103332/,WB_698_TRADE;ECON_STOCKMARKET;TAX_ECON_PRICE;TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_FNCACT_ANALYSTS;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;WB_1150_VOLATILITY;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;,"1.16279069767442,1.86046511627907,0.697674418604651,2.55813953488372,25.1162790697674,0,380",,,thomson reuters;wisdomtree investments inc;analysts say about wisdomtree investments inc;apple inc;nasdaq;analysis on apple inc,"Thomson Reuters,761;Thomson Reuters,1945;Apple Inc,9;Apple Inc,97;Apple Inc,513;Apple Inc,860;Nasdaq,17;Nasdaq,105;Nasdaq,521;Nasdaq,868;Nasdaq,1426;Nasdaq,1871;Nasdaq,2131;Analysis On Apple Inc,513"
yahoo.com,https://www.yahoo.com/news/apple-set-r-d-center-shenzhen-bolster-china-041237542--finance.html,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.42465753424657,4.10958904109589,0.684931506849315,4.79452054794521,21.2328767123288,1.36986301369863,273",sijia jiang;josh rosenstock;terry gou;august cook;tim cook,"Sijia Jiang,1755;Josh Rosenstock,1026;Terry Gou,1483;August Cook,1587;Tim Cook,608",apple inc;reuters,"Apple Inc,98;Reuters,86"
wsau.com,http://wsau.com/news/articles/2016/oct/12/apple-to-set-up-rd-center-in-shenzhen-bolster-china-ties/,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.33333333333333,4,0.666666666666667,4.66666666666667,20.6666666666667,1.33333333333333,277",sijia jiang;josh rosenstock;terry gou;august cook;tim cook,"Sijia Jiang,1803;Josh Rosenstock,1050;Terry Gou,1531;August Cook,1635;Tim Cook,608",apple inc;reuters,"Apple Inc,98;Reuters,86"
reuters.com,http://in.reuters.com/article/apple-shenzhen-idINKCN12C0BS,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.25732899022801,3.90879478827362,0.651465798045603,4.56026058631922,20.1954397394137,1.30293159609121,284",sijia jiang;josh rosenstock;terry gou;august cook;tim cook,"Sijia Jiang,81;Sijia Jiang,1833;Josh Rosenstock,1080;Terry Gou,1561;August Cook,1665;Tim Cook,638",apple inc;reuters,"Apple Inc,121;Reuters,109"
afr.com,http://www.afr.com/technology/technology-companies/apple/apple-questioned-by-us-supreme-court-on-size-of-samsung-award-20161011-gs05al,WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;TRIAL;TAX_FNCACT;TAX_FNCACT_JUDGE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;EPU_ECONOMY_HISTORIC;TAX_FNCACT_LAWYER;CRISISLEX_CRISISLEXREC;WB_1042_TRADEMARKS;,"2.77777777777778,4.76190476190476,1.98412698412698,6.74603174603175,26.5873015873016,0.992063492063492,467",seth waxman;justice anthony kennedy;justice stephen breyer;kathleen sullivan,"Seth Waxman,1820;Justice Anthony Kennedy,1234;Justice Stephen Breyer,1569;Kathleen Sullivan,1975",trademark office;samsung;supreme court;us supreme court;samsung electronics co;apple inc,"Trademark Office,2497;Samsung,55;Samsung,260;Samsung,631;Samsung,883;Samsung,1838;Samsung,1950;Samsung,2230;Supreme Court,36;Supreme Court,90;Supreme Court,734;Supreme Court,2357;Us Supreme Court,36;Samsung Electronics Co,275;Apple Inc,133"
lycos.com,http://news.lycos.com/business/apple-samsung-iphone-patent-feud-leaves-us-top-court-struggling-38d9b5560c2295a192cfeb3cc7430921/,WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;WB_840_JUSTICE;TRIAL;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;DISASTER_FIRE;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEF_JUSTICE;TAX_ECON_PRICE;TAX_FNCACT_ATTORNEY;LEGISLATION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;SCIENCE;SOC_INNOVATION;WB_1042_TRADEMARKS;,"-0.934579439252336,4.20560747663551,5.14018691588785,9.34579439252336,22.7414330218069,0.311526479750779,584",justice john roberts;justice anthony kennedy;kathleen sullivan;andrew chung;noreen krall;justice elena kagan,"Justice John Roberts,2350;Justice Anthony Kennedy,1122;Kathleen Sullivan,2595;Andrew Chung,3689;Noreen Krall,2807;Justice Elena Kagan,1353",samsung electronics co ltd;u s court;samsung electronics co ltd galaxy;reuters;united states;supreme court;samsung;u s supreme court;apple inc,"Samsung Electronics Co Ltd,1664;Samsung Electronics Co Ltd,3595;Samsung Electronics Co Ltd Galaxy,1671;Reuters,34;United States,26;United States,3288;United States,3652;Supreme Court,123;Supreme Court,2642;Supreme Court,3514;Supreme Court,3631;Samsung,95;Samsung,319;Samsung,599;Samsung,1645;Samsung,1801;Samsung,1913;Samsung,2106;Samsung,2566;Samsung,2860;Samsung,3056;Samsung,3428;Samsung,3576;Apple Inc,3608"
applenws.com,http://applenws.com/apple-announces-new-rd-center-in-shenzhen-china-to-attract-software-developers/2016/mac-rumors,EPU_ECONOMY_HISTORIC;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_1202_INDUSTRIAL_ZONES;WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES;WB_346_COMPETITIVE_INDUSTRIES;TAX_FNCACT;TAX_FNCACT_OFFICIALS;TAX_FNCACT_CEO;SCIENCE;SOC_INNOVATION;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;,"5,5,0,5,20,1.66666666666667,172",josh rosenstock;brucke osteuropacook,"Josh Rosenstock,759;Brucke Osteuropacook,375",china to attract software developers;apple announces new r d center;reuters,"China To Attract Software Developers,1156;Apple Announces New R D Center,1098;Reuters,182;Reuters,918"
tribune.com.pk,http://tribune.com.pk/story/1197827/apple-set-rd-center-shenzhen-bolster-china-ties/,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.20284697508897,3.91459074733096,0.711743772241993,4.62633451957295,21.7081850533808,1.77935943060498,264",josh rosenstock;terry gou;august cook;tim cook,"Josh Rosenstock,1031;Terry Gou,1512;August Cook,1616;Tim Cook,589",apple inc,"Apple Inc,81"
nst.com.my,http://www.nst.com.my/news/2016/10/179761/apple-set-rd-centre-shenzhen-bolster-china-ties,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.19148936170213,3.90070921985816,0.709219858156028,4.60992907801418,21.6312056737589,1.77304964539007,264",josh rosenstock;terry gou;august cook;tim cook,"Josh Rosenstock,1030;Terry Gou,1487;August Cook,1591;Tim Cook,612",apple inc;reuters,"Apple Inc,104;Reuters,82;Reuters,1743"
lycos.com,http://news.lycos.com/business/apple-to-set-up-rd-center-in-shenzhen-bolster-china-ties-08e9581e77e9aad6946ee3913c9c19be/,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;URBAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;SCIENCE;SOC_INNOVATION;TAX_FNCACT_SPOKESMAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;UNGP_FORESTS_RIVERS_OCEANS;,"3.11418685121107,3.80622837370242,0.69204152249135,4.49826989619377,19.7231833910035,1.3840830449827,265",sijia jiang;josh rosenstock;terry gou;august cook;tim cook,"Sijia Jiang,1735;Josh Rosenstock,982;Terry Gou,1463;August Cook,1567;Tim Cook,540",apple inc;reuters,"Apple Inc,30;Reuters,18"
learnbonds.com,http://learnbonds.com/131679/apple-iphone-8-versus-surface-phone/,ARMEDCONFLICT;INFO_RUMOR;ECON_STOCKMARKET;EPU_ECONOMY_HISTORIC;EXTREMISM;TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_ETHNICITY;TAX_ETHNICITY_ASIAN;KILL;TAX_FNCACT_DRIVER;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;WB_2840_INTEGRATION;WB_2836_MIGRATION_POLICIES_AND_JOBS;WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN;WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;WB_678_DIGITAL_GOVERNMENT;WB_2947_OPERATING_SYSTEMS;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2943_SWITCHES;WB_672_NETWORK_MANAGEMENT;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;TAX_FNCACT_DESIGNER;TAX_ECON_PRICE;,"0.392541707556428,2.8459273797841,2.45338567222767,5.29931305201178,28.5574092247301,0,938",ming-chi kuo,"Ming-Chi Kuo,994",microsoft corporation;fingerprint sensor microsoft corporation;apple inc;carl zeiss;nasdaq;microsoft,"Microsoft Corporation,217;Microsoft Corporation,3372;Fingerprint Sensor Microsoft Corporation,3372;Apple Inc,96;Apple Inc,2858;Carl Zeiss,4079;Nasdaq,104;Nasdaq,224;Nasdaq,2866;Nasdaq,3379;Microsoft,28;Microsoft,205;Microsoft,763;Microsoft,3360;Microsoft,4283;Microsoft,4651"
channelnewsasia.com,http://www.channelnewsasia.com/news/business/international/apple-samsung-iphone-patent-feud-leaves-us-top-court-struggling/3198612.html,WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;WB_840_JUSTICE;TRIAL;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;DISASTER_FIRE;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEF_JUSTICE;TAX_ECON_PRICE;TAX_FNCACT_ATTORNEY;LEGISLATION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;SCIENCE;SOC_INNOVATION;WB_1042_TRADEMARKS;,"-1.57593123209169,4.01146131805158,5.58739255014327,9.59885386819484,22.9226361031519,1.14613180515759,636",justice john roberts;justice anthony kennedy;kathleen sullivan;andrew chung;noreen krall;justice elena kagan,"Justice John Roberts,2654;Justice Anthony Kennedy,1426;Kathleen Sullivan,2899;Andrew Chung,3999;Noreen Krall,3111;Justice Elena Kagan,1657",samsung electronics co ltd;u s court;samsung electronics co ltd galaxy;united states;supreme court;samsung;u s supreme court;apple inc,"Samsung Electronics Co Ltd,1968;Samsung Electronics Co Ltd,3905;Samsung Electronics Co Ltd Galaxy,1975;United States,329;United States,3595;United States,3962;Supreme Court,149;Supreme Court,418;Supreme Court,2946;Supreme Court,3824;Supreme Court,3941;Samsung,121;Samsung,390;Samsung,614;Samsung,903;Samsung,1949;Samsung,2105;Samsung,2217;Samsung,2410;Samsung,2870;Samsung,3164;Samsung,3360;Samsung,3735;Samsung,3886;Apple Inc,3918"
yahoo.com,https://www.yahoo.com/news/apple-samsung-iphone-patent-feud-leaves-u-top-011329442--finance.html,WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;WB_840_JUSTICE;TRIAL;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;DISASTER_FIRE;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEF_JUSTICE;TAX_ECON_PRICE;TAX_FNCACT_ATTORNEY;LEGISLATION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;SCIENCE;SOC_INNOVATION;WB_1042_TRADEMARKS;,"-1.50829562594269,4.07239819004525,5.58069381598793,9.65309200603318,23.2277526395173,0.301659125188537,604",justice john roberts;justice anthony kennedy;kathleen sullivan;andrew chung;noreen krall;justice elena kagan,"Justice John Roberts,2418;Justice Anthony Kennedy,1190;Kathleen Sullivan,2663;Andrew Chung,3757;Noreen Krall,2875;Justice Elena Kagan,1421",samsung electronics co ltd;u s court;samsung electronics co ltd galaxy;reuters;united states;supreme court;samsung;u s supreme court;apple inc,"Samsung Electronics Co Ltd,1732;Samsung Electronics Co Ltd,3663;Samsung Electronics Co Ltd Galaxy,1739;Reuters,100;United States,92;United States,3356;United States,3720;Supreme Court,189;Supreme Court,2710;Supreme Court,3582;Supreme Court,3699;Samsung,161;Samsung,387;Samsung,667;Samsung,1713;Samsung,1869;Samsung,1981;Samsung,2174;Samsung,2634;Samsung,2928;Samsung,3124;Samsung,3496;Samsung,3644;Samsung,3796;Apple Inc,3676"
channelnewsasia.com,http://www.channelnewsasia.com/news/business/apple-samsung-iphone-patent-feud-leaves-us-top-court-struggling/3198612.html,WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;WB_840_JUSTICE;TRIAL;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;DISASTER_FIRE;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEF_JUSTICE;TAX_ECON_PRICE;TAX_FNCACT_ATTORNEY;LEGISLATION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;SCIENCE;SOC_INNOVATION;WB_1042_TRADEMARKS;,"-1.57593123209169,4.01146131805158,5.58739255014327,9.59885386819484,22.9226361031519,1.14613180515759,636",justice john roberts;justice anthony kennedy;kathleen sullivan;andrew chung;noreen krall;justice elena kagan,"Justice John Roberts,2654;Justice Anthony Kennedy,1426;Kathleen Sullivan,2899;Andrew Chung,3999;Noreen Krall,3111;Justice Elena Kagan,1657",samsung electronics co ltd;u s court;samsung electronics co ltd galaxy;united states;supreme court;samsung;u s supreme court;apple inc,"Samsung Electronics Co Ltd,1968;Samsung Electronics Co Ltd,3905;Samsung Electronics Co Ltd Galaxy,1975;United States,329;United States,3595;United States,3962;Supreme Court,149;Supreme Court,418;Supreme Court,2946;Supreme Court,3824;Supreme Court,3941;Samsung,121;Samsung,390;Samsung,614;Samsung,903;Samsung,1949;Samsung,2105;Samsung,2217;Samsung,2410;Samsung,2870;Samsung,3164;Samsung,3360;Samsung,3735;Samsung,3886;Apple Inc,3918"
