ï»¿Date,Close,,Open,High,Low,Volume
9/20/16,98.25,,98.78,99.16,97.66,4736762
9/21/16,94.88,,96.9,97.1,93.26,20042236
9/22/16,95.83,,95.54,95.88,94.23,11214973
9/23/16,95.94,,95.75,96.97,95.43,6179471
9/26/16,94.56,,95.38,95.38,94.04,6739188
9/27/16,97.07,,95.04,97.64,95,9680100
9/28/16,97.48,,97.1,97.59,96.02,7235109
9/29/16,96.67,,97.31,98.31,96.6,6217636
9/30/16,98.55,,96.9,99.53,96.79,9807925
10/3/16,102.63,,98,103.39,98,15344490
10/4/16,102.34,,103.19,104.44,101.86,12143104
10/5/16,106.28,,103.5,106.97,103.43,12942880
10/6/16,105.07,,104.97,105.47,103.88,6587738
10/7/16,104.82,,103.98,106.5,103.55,8659518
10/10/16,103.33,,103.18,104.53,102.76,6699653
10/11/16,100.59,,102.31,102.9,99.86,9032854
10/12/16,99.5,,100.88,102.47,99.22,7426504
10/13/16,100.23,,98.01,100.5,97.63,8319333
10/14/16,101.47,,101.59,102.1,100.35,9531056
10/17/16,99.8,,100.5,100.73,98.38,26589483
10/18/16,118.79,19.03%,116.63,119.82,116.5,42168221
10/19/16,121.87,,118.25,122.45,118,21981734
10/20/16,123.35,,121.97,123.75,121.06,14492827
10/21/16,127.5,,122.5,127.85,122.31,18832428
10/24/16,127.33,27.59%,127.42,129.29,126.15,15980674
10/25/16,126.51,,126.52,128.06,125.75,8253941
10/26/16,126.97,,126.29,128.72,125.75,8602407
10/27/16,126.47,,127.43,128.18,125.93,6914182
10/28/16,126.57,,126.08,128.93,126.01,7077252
10/31/16,124.87,25.12%,126.85,126.9,124.4,6517512
11/1/16,123.3,,124.98,125.83,121.8,6978621
11/2/16,122.34,,122.83,124.07,121.83,4816526
11/3/16,122.14,,122.31,123.72,121.84,5041321
11/4/16,122.03,,122,123.43,121.62,5077719
11/7/16,124.58,,124.26,125.75,123.37,5827126
11/8/16,124.34,,124.12,125.81,123.22,4690756
11/9/16,122.19,,121.84,123.65,120.86,7705673
11/10/16,115.42,,122.76,122.97,113.7,19718703
11/11/16,114.78,,114.9,116.63,113.11,11080251
11/14/16,113.38,,114.75,115.9,110.68,9932379
11/15/16,113.59,,114.55,116.41,113.09,7445094
11/16/16,115.19,,112.96,116.12,111.81,5933728
11/17/16,115.03,,115.13,116.81,113.56,6223737
11/18/16,115.21,,115.73,116.42,113.51,6746783
11/21/16,117.96,,116.2,118.72,116.19,7064528
11/22/16,118.04,,118.32,119.46,116.98,7007188
11/23/16,117.69,,117.76,118.89,117.31,4521314
11/25/16,117.41,,117.64,118.39,117.18,1616260
11/28/16,116.93,,117.05,117.62,115.71,5278861
11/29/16,117.51,,117.3,119.18,117.13,7082264
11/30/16,117,,119,120.37,116.39,7715103
12/1/16,117.22,,117.52,118.68,113.95,8636943
12/2/16,120.81,,116.75,120.98,116.75,8953590
12/5/16,119.16,,120.73,120.75,118.4,7626283
12/6/16,124.57,,120.1,124.79,119.42,11513209
12/7/16,125.39,,124.48,125.75,123.25,8204687
12/8/16,123.24,,125.4,126.35,122.16,8987712
12/9/16,122.88,,123.78,124.3,121.73,4700783
12/12/16,122.83,,122.84,124.03,122.3,3917605
12/13/16,123.78,,123.51,125.09,122.78,5564509
12/14/16,123.44,,123.43,124.4,122.5,6110273
12/15/16,125,,123.44,127.43,122.95,7376184
12/16/16,124.22,,126.39,126.68,124.01,7867975
12/19/16,125.45,,124.3,126.44,122.87,4867276
12/20/16,125.12,,125.46,126.3,124.64,3937812
12/21/16,126.5,,125.53,127.74,125,6514793
12/22/16,125.58,,126.84,127.5,125.18,4161410
12/23/16,125.59,,125.61,126.28,125.08,2010382
12/27/16,128.35,,126.24,129.05,125.7,5288164
12/28/16,125.89,,129.07,129.07,125.76,4389162
12/29/16,125.33,,125.95,126.14,124.2,3445056
12/30/16,123.8,,126.24,126.57,123.6,4455351
1/3/17,127.49,,124.96,128.19,124.31,9437856
1/4/17,129.41,,127.49,130.17,126.55,7843559
1/5/17,131.81,,129.22,132.75,128.9,10185516
1/6/17,131.07,,132.08,133.88,129.81,10657878
1/9/17,130.95,,131.48,131.99,129.89,5771835
1/10/17,129.89,,131.27,132.22,129.29,5985809
1/11/17,130.5,,130.91,131.5,129.25,5615061
1/12/17,129.18,,130.63,130.85,128.5,5388880
1/13/17,133.7,,131.15,133.93,130.58,10515015
1/17/17,132.89,,135.04,135.4,132.09,12220202
1/18/17,133.26,,133.21,133.65,131.06,16168617
1/19/17,138.41,3.86%,142.01,143.46,138.25,23203441
1/20/17,138.6,,139.36,140.79,137.66,9497394
1/23/17,137.39,,138.65,139.49,137.31,7433896
1/24/17,140.11,,138.11,140.93,137.03,7754673
1/25/17,139.52,4.70%,140.8,141.39,139.05,7612888
1/26/17,138.96,,140.45,141.21,138.51,6038313
1/27/17,142.45,,139.46,142.49,139,8323866
1/30/17,141.22,,141.77,141.97,138.8,8122481
1/31/17,140.71,,140.55,141.83,139.7,4411631
2/1/17,140.78,5.64%,141.2,142.41,139.3,6033422
2/2/17,139.2,,140.61,141.04,139.05,3462370
2/3/17,140.25,,139.51,140.64,139.1,3512568
2/6/17,140.97,,140,141,139.16,3552066
2/7/17,144,,141.49,144.28,141.05,8573515
2/8/17,144.74,,143.57,145.07,142.56,6887050
2/9/17,144.14,,144.98,145.09,143.58,4555119
2/10/17,144.82,,144.68,145.3,143.97,6171936
2/13/17,143.2,,145.19,145.95,143.05,4790435
2/14/17,140.82,,143.2,144.11,140.05,8367786
2/15/17,142.27,,140.72,142.43,140.51,5309050
2/16/17,142.01,,142.42,142.44,141.07,2847496
2/17/17,142.22,,141.75,142.9,141.27,4588073
2/21/17,142.6,,142.99,143.38,141.81,3571481
2/22/17,143.86,,142.92,144,142.17,3481968
2/23/17,142.78,,144.45,144.49,141.52,4667978
